@relation microarray.txt

@attribute Score numeric
@attribute AlignLen numeric
@attribute totalMFE numeric
@attribute seedMFE numeric
@attribute totalGC numeric
@attribute totalAU numeric
@attribute totalGU numeric
@attribute totalGaps numeric
@attribute totalMismatches numeric
@attribute seedGC numeric
@attribute seedAT numeric
@attribute seedGU numeric
@attribute seedMismatches numeric
@attribute Pos_1 numeric
@attribute Pos_2 numeric
@attribute Pos_3 numeric
@attribute Pos_4 numeric
@attribute Pos_5 numeric
@attribute Pos_6 numeric
@attribute Pos_7 numeric
@attribute Pos_8 numeric
@attribute Pos_9 numeric
@attribute Pos_10 numeric
@attribute Pos_11 numeric
@attribute Pos_12 numeric
@attribute Pos_13 numeric
@attribute Pos_14 numeric
@attribute Pos_15 numeric
@attribute Pos_16 numeric
@attribute Pos_17 numeric
@attribute Pos_18 numeric
@attribute Pos_19 numeric
@attribute Pos_20 numeric
@attribute Class {Target,Non-Target}

@data
144,20,-23.9,-18.9,5,7,2,3,3,3,4,0,0,5,2,1,1,1,2,2,2,5,2,5,4,4,2,3,1,1,3,4,2,Non-Target
148,19,-28.9,-18.6,6,7,4,0,3,3,3,1,0,2,3,1,1,1,2,2,2,5,3,1,5,2,1,5,3,2,2,3,1,Non-Target
155,21,-28.5,-18.4,6,8,1,2,3,3,3,1,0,5,2,1,1,1,3,2,2,5,2,1,2,5,1,4,4,1,2,2,2,Non-Target
151,20,-34.3,-18.4,7,7,3,1,2,3,3,1,0,2,2,1,1,1,3,2,2,5,3,1,2,3,4,1,1,2,5,2,1,Non-Target
149,16,-21.6,-18.9,4,7,3,0,6,3,4,0,0,3,2,1,1,1,2,2,2,5,2,5,2,5,1,5,3,2,5,3,5,Non-Target
157,20,-23.9,-19.9,5,8,2,0,5,4,3,0,0,2,1,1,2,1,1,2,2,2,5,2,2,5,5,5,3,3,1,5,2,Non-Target
141,12,-17.2,-19.9,5,4,0,0,11,4,3,0,0,5,1,1,2,1,1,2,2,5,5,2,5,1,5,5,5,5,5,5,5,Non-Target
148,22,-26.1,-18.9,7,6,2,4,1,3,4,0,0,5,2,1,1,1,2,2,2,4,1,2,4,1,2,4,4,3,1,1,3,Non-Target
144,15,-29.5,-18.9,7,5,4,0,4,3,3,1,0,3,2,1,1,1,2,3,2,1,3,1,5,2,5,1,2,5,3,5,1,Non-Target
159,20,-30.4,-18.9,7,8,0,1,4,3,4,0,0,2,1,1,2,2,1,2,2,2,4,1,1,5,1,1,5,5,2,5,2,Non-Target
140,19,-24.9,-18.4,7,5,2,0,6,3,3,1,0,5,1,1,3,2,1,2,2,3,5,1,5,1,5,1,5,2,5,2,1,Non-Target
145,21,-26.5,-15.5,4,9,2,3,2,2,4,1,0,5,2,2,2,3,1,2,1,2,5,3,4,4,2,1,2,1,2,4,2,Non-Target
151,20,-30.7,-18.4,8,5,3,1,3,3,3,1,0,5,1,1,3,2,1,2,2,3,5,1,2,1,4,1,1,5,2,1,3,Non-Target
148,19,-32.2,-18.6,9,4,2,0,5,3,3,1,0,5,1,1,2,2,1,2,3,3,1,1,5,1,5,1,1,5,5,2,1,Non-Target
150,18,-34.4,-11.9,8,7,2,1,2,2,4,0,1,1,5,2,2,2,1,2,1,4,3,1,1,2,1,3,1,5,2,1,2,Non-Target
144,15,-31.3,-18.4,8,5,2,0,5,3,3,1,0,2,1,1,3,2,1,2,2,3,5,1,2,1,5,1,1,5,5,5,1,Non-Target
141,15,-23.9,-18.9,7,5,1,2,5,3,4,0,0,5,1,1,2,2,1,2,2,5,4,4,1,1,5,1,1,5,5,2,3,Non-Target
144,15,-31.3,-18.4,8,5,2,0,5,3,3,1,0,2,1,1,3,2,1,2,2,3,5,1,2,1,5,1,1,5,5,5,1,Non-Target
141,15,-23.9,-18.9,7,5,1,2,5,3,4,0,0,5,1,1,2,2,1,2,2,5,4,4,1,1,5,1,1,5,5,2,3,Non-Target
144,15,-31.3,-18.4,8,5,2,0,5,3,3,1,0,2,1,1,3,2,1,2,2,3,5,1,2,1,5,1,1,5,5,5,1,Non-Target
141,15,-23.9,-18.9,7,5,1,2,5,3,4,0,0,5,1,1,2,2,1,2,2,5,4,4,1,1,5,1,1,5,5,2,3,Non-Target
148,19,-30.3,-18.4,8,4,5,0,3,3,3,1,0,3,1,1,3,2,1,2,2,3,1,1,5,1,5,1,5,2,3,3,1,Non-Target
142,22,-26.8,-18.4,8,5,1,3,3,3,3,1,0,5,1,1,3,2,1,2,2,5,5,1,2,4,4,1,1,4,1,1,2,Non-Target
152,19,-36.7,-18.6,7,6,5,0,2,3,3,1,0,2,1,1,2,3,1,2,2,3,1,5,2,1,1,3,5,2,3,3,1,Non-Target
140,7,-21.3,-18.9,5,4,0,0,11,3,4,0,0,5,1,1,2,2,1,2,2,5,5,5,5,1,1,5,5,5,5,5,5,Non-Target
140,7,-28,-21.1,6,4,2,0,8,5,2,0,0,2,2,1,1,2,1,1,1,5,5,2,5,5,5,5,3,5,5,1,3,Non-Target
144,15,-22.8,-21.1,6,4,2,0,8,5,2,0,0,5,2,1,1,2,1,1,1,5,5,2,3,5,5,2,1,5,5,5,3,Non-Target
155,18,-23.8,-18,6,8,1,2,3,3,4,0,0,5,1,2,2,1,2,2,1,2,4,1,2,3,5,1,4,2,2,1,5,Non-Target
141,18,-23.6,-17.7,7,5,3,1,4,3,3,1,0,5,1,2,3,1,2,2,1,2,1,3,5,3,1,5,4,1,1,2,5,Non-Target
140,19,-22.4,-19.3,6,6,2,0,6,4,2,1,0,5,2,1,1,2,3,1,1,2,1,5,3,5,2,5,1,5,2,5,2,Non-Target
140,19,-22.4,-19.3,6,6,2,0,6,4,2,1,0,5,2,1,1,2,3,1,1,2,1,5,3,5,2,5,1,5,2,5,2,Non-Target
156,19,-22.7,-21.1,9,4,1,0,6,5,2,0,0,5,2,1,1,2,1,1,1,5,1,5,3,1,5,5,1,5,2,1,2,Non-Target
154,19,-27.9,-21.1,6,8,2,1,3,5,2,0,0,2,2,1,1,2,1,1,1,2,3,5,4,3,2,2,1,5,2,5,2,Non-Target
146,12,-27.1,-13.9,5,7,2,0,6,2,4,0,1,5,5,2,2,1,2,2,1,2,3,2,1,1,1,5,5,5,5,2,3,Non-Target
156,19,-22.7,-21.1,9,4,1,0,6,5,2,0,0,5,2,1,1,2,1,1,1,5,1,5,3,1,5,5,1,5,2,1,2,Non-Target
154,19,-27.9,-21.1,6,8,2,1,3,5,2,0,0,2,2,1,1,2,1,1,1,2,3,5,4,3,2,2,1,5,2,5,2,Non-Target
146,12,-27.1,-13.9,5,7,2,0,6,2,4,0,1,5,5,2,2,1,2,2,1,2,3,2,1,1,1,5,5,5,5,2,3,Non-Target
144,17,-27.8,-17.7,6,8,2,1,3,3,3,1,0,2,1,3,2,1,2,2,1,2,1,4,2,5,1,5,2,2,1,5,3,Non-Target
154,19,-23.7,-21.1,7,8,0,1,4,5,2,0,0,2,2,1,1,2,1,1,1,5,4,2,2,1,5,2,5,2,5,1,2,Non-Target
140,7,-20.3,-21.1,5,4,1,0,10,5,2,0,0,5,2,1,1,2,1,1,1,5,3,5,5,5,2,5,5,5,5,5,2,Non-Target
154,17,-24.5,-21.1,7,5,1,0,7,5,2,0,0,5,2,1,1,2,1,1,1,2,3,2,5,1,5,5,1,5,2,5,5,Non-Target
155,19,-28.7,-16.1,8,7,0,1,4,3,3,0,1,5,5,1,2,1,1,2,2,5,1,2,2,1,2,1,1,5,1,4,2,Non-Target
160,15,-28.4,-21.1,8,5,1,0,6,5,2,0,0,2,2,1,1,2,1,1,1,5,1,3,2,1,5,2,1,5,5,5,5,Non-Target
164,19,-23.4,-18,6,8,1,0,5,3,4,0,0,5,1,2,2,1,2,2,1,5,5,2,1,3,1,2,5,1,5,2,2,Non-Target
153,16,-25,-21.1,7,5,0,0,8,5,2,0,0,5,2,1,1,2,1,1,1,5,1,5,5,1,2,2,5,2,5,5,5,Non-Target
150,19,-29.9,-17.9,8,5,4,1,2,3,3,1,0,5,1,1,3,2,1,2,2,3,4,3,5,1,2,1,1,2,3,1,1,Non-Target
141,19,-22.3,-12.6,6,5,3,0,6,2,4,0,1,5,5,1,2,2,1,2,2,5,1,3,1,2,1,5,5,1,3,3,5,Non-Target
147,20,-31.5,-14.2,8,6,1,2,3,3,3,0,1,1,5,1,2,1,2,2,1,1,1,2,1,2,5,3,5,1,4,4,2,Non-Target
148,17,-21.9,-18.5,6,6,2,1,5,3,4,0,0,5,1,1,2,2,1,2,2,5,5,5,3,1,4,2,1,2,1,5,3,Non-Target
155,20,-28.7,-18.3,6,8,2,1,3,3,3,1,0,5,2,1,2,1,3,2,1,1,1,2,4,1,2,5,5,2,3,2,2,Non-Target
145,18,-21.9,-16.5,6,7,2,1,4,2,4,1,0,5,2,1,2,3,2,2,1,1,1,5,4,2,1,3,5,1,2,2,5,Non-Target
143,21,-28.8,-16.9,7,8,0,2,3,2,4,0,1,5,2,1,2,1,2,2,5,1,1,4,4,2,1,2,1,5,2,1,2,Non-Target
154,15,-34.4,-22.5,10,3,1,1,5,5,2,0,0,1,1,1,1,2,2,1,1,4,1,1,3,1,5,2,1,5,5,5,5,Non-Target
151,21,-37.3,-22.2,10,3,4,2,1,5,1,1,0,3,1,1,1,3,2,1,1,4,4,2,1,1,1,1,2,3,3,1,5,Non-Target
144,17,-22.3,-19.3,7,5,2,1,5,4,3,0,0,5,2,2,1,1,1,2,1,5,5,1,3,3,5,2,4,2,1,1,5,Non-Target
143,21,-39.3,-22.2,12,2,2,2,2,5,1,1,0,1,1,1,1,3,2,1,1,5,1,1,3,1,4,4,2,5,1,1,1,Non-Target
150,19,-25.8,-22.5,7,5,3,1,4,5,2,0,0,5,1,1,1,2,2,1,1,3,3,4,3,1,5,2,5,1,2,5,2,Non-Target
148,11,-31.4,-22.5,8,2,3,0,7,5,2,0,0,3,1,1,1,2,2,1,1,3,1,5,1,5,5,5,1,3,5,5,5,Non-Target
143,14,-29,-22.2,8,4,1,0,7,5,1,1,0,5,1,1,1,2,3,1,1,2,1,1,5,5,2,1,5,5,5,2,5,Non-Target
141,16,-30.2,-19.6,7,5,3,0,5,4,2,1,0,2,3,1,1,2,2,1,1,2,1,5,5,2,5,1,1,3,5,5,3,Non-Target
146,13,-34.3,-22.2,8,5,1,0,6,5,1,1,0,2,1,1,1,3,2,1,1,5,1,1,1,2,2,5,5,5,5,5,2,Non-Target
142,17,-28.4,-17.4,7,5,4,0,4,3,2,2,0,5,1,3,3,2,2,1,1,2,1,1,5,2,2,1,1,3,3,5,5,Non-Target
150,17,-29,-19.5,8,3,6,0,3,4,2,1,0,5,1,3,1,2,2,1,1,3,3,1,1,2,5,1,1,3,3,5,3,Non-Target
146,17,-29.1,-22.2,8,4,3,0,5,5,1,1,0,5,1,1,1,2,3,1,1,3,5,1,1,2,2,5,5,2,1,5,3,Non-Target
140,15,-26,-20.2,7,4,2,0,7,4,2,1,0,5,1,1,3,2,2,1,1,2,5,1,5,2,5,1,1,5,5,5,3,Non-Target
140,18,-26.8,-15.7,7,6,0,0,7,4,2,0,1,5,5,1,1,2,2,1,1,2,5,5,5,5,5,1,1,2,1,2,2,Non-Target
146,17,-26,-22.3,7,5,1,0,7,5,2,0,0,2,1,1,1,2,1,2,1,5,2,5,5,5,1,5,1,3,2,5,5,Non-Target
144,14,-21.4,-22.3,6,6,0,2,6,5,2,0,0,5,1,1,1,2,1,2,1,4,4,2,2,5,2,1,5,5,5,5,2,Non-Target
143,16,-29.5,-19.4,7,6,2,1,4,4,2,1,0,2,3,1,1,2,1,2,1,2,4,1,2,5,1,2,1,3,5,5,5,Non-Target
143,16,-25,-19.4,7,6,2,1,4,4,2,1,0,5,3,1,1,2,1,2,1,4,2,2,1,5,3,1,2,1,5,5,2,Non-Target
142,20,-27.8,-15.5,9,6,1,2,2,4,2,0,1,2,5,1,1,2,1,2,1,5,3,1,2,1,1,4,2,1,4,1,2,Non-Target
142,19,-26.4,-21.4,8,4,4,1,3,5,1,1,0,5,1,1,1,3,1,2,1,4,2,3,1,5,3,1,2,1,3,5,2,Non-Target
142,19,-26.4,-21.4,8,4,4,1,3,5,1,1,0,5,1,1,1,3,1,2,1,4,2,3,1,5,3,1,2,1,3,5,2,Non-Target
141,12,-22,-22.3,7,3,0,0,10,5,2,0,0,5,1,1,1,2,1,2,1,5,5,5,2,1,5,5,5,5,5,5,1,Non-Target
143,10,-27.9,-22.3,6,3,1,0,10,5,2,0,0,2,1,1,1,2,1,2,1,5,3,1,5,5,5,5,5,5,5,5,5,Non-Target
140,19,-28.9,-20.1,9,4,2,3,2,4,2,1,0,5,1,3,1,2,1,2,1,4,4,4,3,2,1,5,1,1,2,1,1,Non-Target
142,11,-30.1,-22.3,6,4,1,1,8,5,2,0,0,2,1,1,1,2,1,2,1,4,3,2,1,5,5,5,5,5,5,5,5,Non-Target
140,18,-34.5,-21.4,9,4,3,2,2,5,1,1,0,2,1,1,1,3,1,2,1,3,3,1,4,4,1,2,1,1,5,2,5,Non-Target
140,18,-17.7,-10.7,3,8,4,0,5,1,5,0,1,5,5,2,2,2,2,1,2,3,3,5,3,3,2,1,2,5,5,1,2,Non-Target
158,21,-28.8,-16.9,5,9,2,2,2,2,5,0,0,1,1,2,2,2,2,1,2,2,3,4,3,5,5,2,1,2,2,4,1,Non-Target
149,15,-20.1,-10.7,3,9,2,0,6,1,5,0,1,5,5,2,2,2,2,1,2,2,1,3,2,2,5,1,2,3,5,5,5,Non-Target
160,18,-21.7,-10.7,3,12,1,0,4,1,5,0,1,5,5,2,2,2,2,1,2,2,1,2,2,2,5,1,2,3,5,2,2,Non-Target
157,18,-26.6,-16.9,4,10,2,1,3,2,5,0,0,1,1,2,2,2,2,1,2,2,3,4,2,5,5,2,1,2,2,3,5,Non-Target
140,18,-30.9,-18.1,8,5,4,2,1,3,3,1,0,1,2,1,3,2,1,2,1,4,4,1,2,1,2,1,5,1,3,3,3,Non-Target
150,15,-25,-18.8,7,7,0,1,5,3,4,0,0,1,1,2,1,2,2,1,2,5,1,4,2,5,2,1,2,5,5,5,1,Non-Target
150,19,-26.1,-18.5,6,7,4,1,2,3,3,1,0,5,1,2,1,3,2,1,2,5,1,2,2,3,2,4,1,3,2,1,3,Non-Target
141,19,-33.5,-18.3,8,6,2,2,2,3,3,1,0,1,1,2,1,2,2,1,3,1,1,2,5,5,2,4,4,1,3,2,1,Non-Target
140,7,-18.8,-18.8,3,4,3,0,10,3,4,0,0,5,1,2,1,2,2,1,2,5,5,5,3,5,5,5,5,5,3,3,5,Non-Target
147,20,-28.7,-16.9,6,8,2,1,3,2,4,1,0,1,1,2,3,2,2,1,2,5,4,1,2,5,5,2,1,2,2,3,1,Non-Target
151,19,-31.5,-13.6,8,6,2,1,3,3,3,0,1,5,5,1,1,1,2,2,2,1,1,2,4,1,1,3,3,5,2,1,2,Non-Target
151,19,-31.5,-13.6,8,6,2,1,3,3,3,0,1,5,5,1,1,1,2,2,2,1,1,2,4,1,1,3,3,5,2,1,2,Non-Target
151,19,-31.5,-13.6,8,6,2,1,3,3,3,0,1,5,5,1,1,1,2,2,2,1,1,2,4,1,1,3,3,5,2,1,2,Non-Target
151,19,-31.5,-13.6,8,6,2,1,3,3,3,0,1,5,5,1,1,1,2,2,2,1,1,2,4,1,1,3,3,5,2,1,2,Non-Target
151,19,-31.5,-13.6,8,6,2,1,3,3,3,0,1,5,5,1,1,1,2,2,2,1,1,2,4,1,1,3,3,5,2,1,2,Non-Target
152,19,-28.5,-16,7,5,5,0,3,2,4,1,0,5,1,3,1,2,2,2,2,1,2,3,3,3,1,1,5,1,5,3,1,Non-Target
161,16,-28.1,-16.6,5,8,4,0,3,2,5,0,0,2,1,2,1,2,2,2,2,1,3,2,2,3,3,5,3,1,5,5,1,Non-Target
152,11,-18.3,-16.6,2,10,3,0,5,2,5,0,0,2,1,2,1,2,2,2,2,5,2,2,2,5,3,3,5,3,5,2,5,Non-Target
142,13,-25.9,-18.3,8,3,3,0,6,3,3,1,0,5,1,2,1,3,2,1,2,1,5,3,1,1,1,5,5,5,3,5,1,Non-Target
150,13,-26.7,-19.3,8,4,2,0,6,4,3,0,0,3,2,2,1,1,1,2,1,5,5,3,1,2,1,5,5,5,1,5,1,Non-Target
141,8,-23.8,-19.3,4,4,3,0,9,4,3,0,0,3,2,2,1,1,1,2,1,3,5,5,5,3,5,2,5,5,5,5,5,Non-Target
140,19,-25,-16,5,8,3,0,4,2,3,2,0,5,1,3,1,2,2,2,3,1,2,2,2,3,1,5,2,5,2,5,1,Non-Target
142,24,-25.2,-16.6,5,7,1,5,2,2,5,0,0,2,1,2,1,2,2,2,2,4,4,4,1,5,5,3,2,1,1,4,4,Non-Target
150,19,-29.7,-16.7,4,10,4,1,1,2,4,1,0,2,1,2,1,2,3,2,2,1,2,2,3,2,3,5,2,4,2,3,1,Non-Target
143,16,-18,-16.6,4,7,1,1,7,2,5,0,0,5,1,2,1,2,2,2,2,5,5,5,2,4,2,1,1,3,5,5,5,Non-Target
143,10,-18.6,-16.6,3,6,3,0,8,2,5,0,0,5,1,2,1,2,2,2,2,5,2,3,5,5,1,5,5,3,5,3,5,Non-Target
140,21,-25.4,-18.4,6,8,1,1,4,3,3,0,1,5,1,2,1,1,2,2,5,1,2,4,2,2,5,5,2,1,1,3,2,Non-Target
152,23,-27.5,-18.6,6,6,1,3,4,3,4,0,0,5,1,2,1,1,2,2,2,1,5,5,2,4,4,4,2,1,5,3,1,Non-Target
152,21,-19.5,-18.6,4,8,3,1,4,3,4,0,0,5,1,2,1,1,2,2,2,5,2,5,2,4,1,3,2,3,3,5,2,Non-Target
149,19,-28.1,-18.6,6,7,1,2,4,3,4,0,0,5,1,2,1,1,2,2,2,5,4,4,2,2,5,3,1,5,2,1,1,Non-Target
140,21,-20,-16.3,4,7,4,1,4,2,4,1,0,3,1,2,1,3,2,2,2,5,5,2,5,2,1,4,3,5,1,3,2,Non-Target
151,21,-26.7,-17.9,7,6,1,2,4,3,4,0,0,1,2,1,1,2,2,2,1,4,4,2,1,5,2,5,1,3,5,1,5,Non-Target
152,23,-20.9,-18.6,5,7,3,2,3,3,4,0,0,5,1,2,1,1,2,2,2,4,1,2,2,4,2,3,3,5,5,1,3,Non-Target
145,22,-22.4,-15.9,5,8,2,1,4,3,3,0,1,5,1,2,1,1,5,2,2,5,2,5,2,2,1,3,2,1,3,4,2,Non-Target
142,19,-27.1,-18,7,6,4,1,2,3,3,1,0,1,1,3,1,1,2,2,2,5,2,4,2,3,3,1,5,1,1,3,2,Non-Target
142,9,-29,-21.3,7,4,2,0,7,4,3,0,0,1,2,1,1,1,2,1,2,5,1,5,5,3,1,5,5,5,2,5,3,Non-Target
142,9,-28.3,-21.3,7,4,2,0,7,4,3,0,0,1,2,1,1,1,2,1,2,5,1,5,5,3,1,5,5,5,2,5,3,Non-Target
149,16,-26.7,-21.3,6,4,3,0,7,4,3,0,0,5,2,1,1,1,2,1,2,5,1,5,2,5,1,3,3,3,5,5,5,Non-Target
149,18,-23.6,-21.3,8,4,2,1,5,4,3,0,0,5,2,1,1,1,2,1,2,5,1,4,1,2,1,5,3,3,5,1,5,Non-Target
150,19,-25.5,-17.8,5,7,3,1,4,3,4,0,0,5,2,2,1,2,1,2,1,4,2,1,2,3,5,5,5,3,1,3,2,Non-Target
144,15,-23,-18.7,5,5,6,0,4,3,3,1,0,5,2,1,1,1,2,3,2,3,3,1,2,3,3,2,3,5,5,1,5,Non-Target
141,18,-19.9,-18.7,4,8,3,1,4,3,3,1,0,5,2,1,1,1,2,3,2,2,5,1,5,3,3,2,2,4,2,2,5,Non-Target
140,15,-21.9,-18.7,5,5,5,0,5,3,3,1,0,5,2,1,1,1,2,3,2,2,3,1,5,3,3,2,3,5,5,1,5,Non-Target
141,19,-21.7,-18.7,5,7,4,2,2,3,3,1,0,5,2,1,1,1,2,3,2,1,4,4,2,2,3,3,2,2,5,1,3,Non-Target
140,19,-29.7,-18.7,7,4,6,0,3,3,3,1,0,1,2,1,1,1,2,3,2,5,3,5,1,3,1,3,3,2,5,1,3,Non-Target
140,19,-29.7,-18.7,7,4,6,0,3,3,3,1,0,1,2,1,1,1,2,3,2,5,3,5,1,3,1,3,3,2,5,1,3,Non-Target
142,13,-28,-18.7,8,3,4,0,5,3,3,1,0,5,2,1,1,1,2,3,2,1,1,1,3,5,1,5,3,5,5,1,3,Non-Target
142,21,-30.7,-16.7,6,6,4,2,2,4,2,0,1,5,5,1,1,1,2,1,2,3,1,3,4,4,2,2,1,2,3,3,2,Non-Target
146,21,-31.5,-16.7,7,6,3,2,2,4,2,0,1,5,5,1,1,1,2,1,2,2,1,3,1,4,4,2,1,2,3,3,2,Non-Target
141,11,-28.02,-16.7,6,4,2,0,8,4,2,0,1,5,5,1,1,1,2,1,2,3,1,1,2,2,5,5,5,5,5,5,3,Non-Target
140,17,-20.9,-18.6,5,7,2,1,5,3,3,1,0,5,2,1,1,3,2,1,2,5,1,1,2,3,4,2,2,5,2,5,5,Non-Target
149,12,-20.1,-20.4,4,5,4,0,7,4,3,0,0,5,1,1,2,2,1,2,1,5,2,3,2,3,5,3,5,5,5,3,5,Non-Target
141,18,-23.2,-17.8,3,10,3,1,3,3,3,1,0,2,1,1,2,2,3,2,1,5,2,5,4,2,3,2,2,3,2,2,5,Non-Target
140,7,-18.2,-20.4,4,4,2,0,10,4,3,0,0,5,1,1,2,2,1,2,1,5,5,5,5,5,5,5,3,5,3,5,2,Non-Target
140,21,-28.5,-16.3,6,8,2,1,3,3,3,0,1,5,1,1,2,2,5,2,1,2,5,1,2,1,2,4,2,2,3,3,1,Non-Target
141,18,-23.2,-17.8,3,10,3,1,3,3,3,1,0,2,1,1,2,2,3,2,1,5,2,5,4,2,3,2,2,3,2,2,5,Non-Target
140,7,-18.2,-20.4,4,4,2,0,10,4,3,0,0,5,1,1,2,2,1,2,1,5,5,5,5,5,5,5,3,5,3,5,2,Non-Target
140,21,-28.5,-16.3,6,8,2,1,3,3,3,0,1,5,1,1,2,2,5,2,1,2,5,1,2,1,2,4,2,2,3,3,1,Non-Target
141,18,-23.2,-17.8,3,10,3,1,3,3,3,1,0,2,1,1,2,2,3,2,1,5,2,5,4,2,3,2,2,3,2,2,5,Non-Target
140,7,-18.2,-20.4,4,4,2,0,10,4,3,0,0,5,1,1,2,2,1,2,1,5,5,5,5,5,5,5,3,5,3,5,2,Non-Target
140,21,-28.5,-16.3,6,8,2,1,3,3,3,0,1,5,1,1,2,2,5,2,1,2,5,1,2,1,2,4,2,2,3,3,1,Non-Target
151,14,-19,-20.4,6,5,1,0,8,4,3,0,0,5,1,1,2,2,1,2,1,5,2,1,5,1,5,2,5,5,5,3,5,Non-Target
153,20,-24.9,-20.4,7,4,4,0,5,4,3,0,0,5,1,1,2,2,1,2,1,5,5,1,3,1,5,3,5,3,3,1,2,Non-Target
144,14,-21.3,-20.4,5,5,3,2,5,4,3,0,0,5,1,1,2,2,1,2,1,4,4,3,2,1,2,3,5,3,5,5,5,Non-Target
148,21,-25.1,-20.4,6,8,0,1,5,4,3,0,0,2,1,1,2,2,1,2,1,5,5,5,2,1,4,2,2,5,5,2,1,Non-Target
140,21,-20.8,-17.5,5,7,3,1,4,3,3,1,0,5,3,1,2,2,1,2,1,2,5,3,5,1,2,5,3,2,4,2,1,Non-Target
148,20,-24.6,-20.4,5,9,2,3,1,4,3,0,0,2,1,1,2,2,1,2,1,4,4,3,2,5,2,2,3,2,4,1,2,Non-Target
140,22,-25.14,-17.5,4,9,1,2,4,3,3,1,0,2,3,1,2,2,1,2,1,5,5,5,2,1,4,4,2,2,5,2,2,Non-Target
148,20,-25.2,-20.4,6,6,2,4,2,4,3,0,0,5,1,1,2,2,1,2,1,4,4,4,4,1,5,3,2,2,2,1,3,Non-Target
141,20,-24.7,-17.5,4,7,6,2,1,3,3,1,0,5,3,1,2,2,1,2,1,2,4,1,4,3,2,3,3,2,2,3,3,Non-Target
140,18,-24.6,-10.3,6,9,1,2,2,1,5,0,1,1,5,2,1,2,2,2,2,4,2,1,2,3,4,1,2,1,5,1,2,Non-Target
149,12,-21.6,-20.4,5,6,2,0,7,4,3,0,0,5,1,1,2,2,1,2,1,2,5,5,2,1,5,5,3,5,2,3,5,Non-Target
149,12,-20.6,-20.4,6,5,2,0,7,4,3,0,0,5,1,1,2,2,1,2,1,2,5,1,5,1,5,5,2,5,5,3,3,Non-Target
150,19,-20.1,-20.4,7,6,1,1,5,4,3,0,0,5,1,1,2,2,1,2,1,5,4,1,3,1,2,5,5,2,5,1,2,Non-Target
159,20,-31.3,-20.4,7,6,4,1,2,4,3,0,0,2,1,1,2,2,1,2,1,2,5,1,3,1,4,2,3,3,5,1,3,Non-Target
155,18,-33.2,-18.7,6,8,3,0,3,3,3,1,0,2,1,2,3,2,1,1,2,2,2,3,1,3,2,1,5,5,1,2,5,Non-Target
145,20,-21.1,-18.1,5,5,6,0,4,3,3,1,0,5,1,3,2,2,1,1,2,3,5,3,1,5,2,1,5,3,3,3,2,Non-Target
143,20,-23.7,-18.6,6,7,1,1,5,3,3,1,0,5,1,2,2,3,1,1,2,4,2,2,5,5,5,1,1,2,1,2,5,Non-Target
143,20,-29.5,-18.1,5,8,3,1,3,3,3,1,0,2,1,3,2,2,1,1,2,3,2,5,5,2,5,3,1,2,1,4,2,Non-Target
141,20,-26.4,-18.6,6,6,3,0,5,3,3,1,0,2,1,2,2,2,1,1,3,2,5,5,5,3,2,1,1,5,1,3,5,Non-Target
141,19,-18.2,-18.6,5,8,2,2,3,3,3,1,0,5,1,2,2,2,1,1,3,2,5,2,1,3,4,4,1,2,5,2,2,Non-Target
148,19,-21.1,-16,5,10,1,2,2,2,4,1,0,5,1,2,2,2,3,1,2,2,4,2,1,2,4,1,1,2,5,2,2,Non-Target
142,20,-26.2,-18.6,5,8,3,2,2,3,3,1,0,2,1,2,2,2,1,1,3,2,5,2,1,4,4,3,1,2,5,3,2,Non-Target
148,19,-21.1,-16,5,10,1,2,2,2,4,1,0,5,1,2,2,2,3,1,2,2,4,2,1,2,4,1,1,2,5,2,2,Non-Target
153,20,-24.2,-18.6,5,6,4,0,5,3,4,0,0,3,1,2,2,2,1,1,2,3,2,2,5,5,5,3,1,5,1,3,5,Non-Target
154,19,-25.7,-23.9,8,5,2,1,4,6,1,0,0,5,1,1,1,2,1,1,1,2,5,2,4,1,1,5,5,3,3,2,2,Non-Target
141,12,-27.7,-21.9,7,4,3,0,6,5,1,1,0,5,1,1,3,2,1,1,1,2,2,3,1,3,5,5,5,1,5,2,5,Non-Target
143,18,-28.3,-17.1,6,5,5,0,4,3,3,1,0,3,2,2,1,2,1,3,1,3,2,5,5,1,1,1,5,2,3,3,5,Non-Target
152,19,-21.6,-18.6,4,8,3,0,5,3,4,0,0,3,1,2,2,2,1,1,2,5,2,5,5,2,2,1,5,3,3,5,2,Non-Target
168,21,-34.1,-18.6,7,9,1,1,2,3,4,0,0,2,1,2,2,2,1,1,2,3,2,2,1,5,5,4,1,1,2,1,2,Non-Target
144,18,-22.1,-12.4,5,9,1,0,5,2,4,0,1,2,5,2,2,2,1,1,2,2,2,2,1,3,5,1,5,5,1,5,2,Non-Target
148,21,-23.9,-18.6,5,7,5,1,2,3,3,1,0,5,1,2,2,2,1,1,3,3,2,2,4,1,3,2,5,1,3,3,2,Non-Target
141,19,-24.2,-16.2,3,10,4,2,1,2,4,1,0,2,1,2,2,2,1,3,2,3,2,2,4,4,2,3,1,2,3,5,2,Non-Target
140,21,-23.5,-16,4,8,2,1,5,2,4,1,0,3,1,2,2,2,3,1,2,4,2,2,2,1,5,5,5,5,2,1,5,Non-Target
145,19,-17.79,-16,3,10,0,2,5,2,5,0,0,5,2,2,2,2,1,1,2,5,4,4,2,5,2,5,5,1,2,2,2,Non-Target
