@relation sea.data-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute atr1 numeric
@attribute atr2 numeric
@attribute atr3 numeric
@attribute class {0,1}

@data
0.72397,0.687964,0.917914,1
0.736905,0.063744,0.356014,0
0.534044,0.432374,0.403838,0
0.108933,0.766962,0.517561,1
0.182662,0.687076,0.910025,1
0.092196,0.697884,0.793732,1
0.129013,0.359377,0.421315,0
0.150455,0.100306,0.470981,0
0.788276,0.38889,0.199813,0
0.452652,0.555855,0.258312,0
0.988228,0.662179,0.368556,0
0.42912,0.886147,0.711231,1
0.573197,0.621252,0.488843,1
0.319119,0.282569,0.639999,1
0.641957,0.061306,0.814656,0
0.16164,0.285631,0.666841,1
0.674531,0.866685,0.475093,1
0.422519,0.733434,0.113865,0
0.395593,0.482448,0.507906,1
0.368577,0.21913,0.436493,0
0.840386,0.925367,0.607171,1
0.207923,0.247164,0.607641,0
0.308493,0.422292,0.642296,1
0.707932,0.30913,0.420048,0
0.175803,0.895172,0.509643,1
0.628578,0.623536,0.009053,1
0.105975,0.516986,0.848894,1
0.736124,0.285382,0.416324,0
0.210736,0.023487,0.736019,0
0.270676,0.343654,0.268533,0
0.765952,0.910859,0.049291,1
0.219977,0.469366,0.856353,1
0.364519,0.36599,0.994121,1
0.989525,0.003166,0.017251,1
0.520168,0.866175,0.570054,1
0.151546,0.986409,0.832807,1
0.00989,0.568822,0.780954,1
0.912478,0.049479,0.859749,1
0.960338,0.90907,0.152297,1
0.378417,0.008642,0.576098,0
0.374653,0.570215,0.736039,1
0.573395,0.753319,0.459673,0
0.619466,0.029719,0.349846,0
0.016121,0.182646,0.133285,1
0.751476,0.914269,0.306576,1
0.963747,0.166317,0.342372,0
0.075379,0.494697,0.104383,0
0.503355,0.680509,0.196723,0
0.25071,0.932793,0.242176,1
0.686081,0.701878,0.917678,1
0.731605,0.267518,0.076545,0
0.450183,0.209854,0.773749,1
0.124113,0.080317,0.86562,0
0.24666,0.207985,0.011925,0
0.702691,0.116332,0.775846,0
0.796847,0.9726,0.08404,0
0.905355,0.326242,0.871671,1
0.028114,0.789348,0.896992,1
0.056859,0.973568,0.507446,1
0.18341,0.281189,0.708707,1
0.361528,0.574323,0.395381,1
0.782315,0.407332,0.930243,1
0.52368,0.706086,0.691055,1
0.678657,0.775124,0.368076,1
0.101357,0.23974,0.175433,0
0.029082,0.072417,0.889205,0
0.045977,0.396645,0.592989,1
0.677844,0.30169,0.536916,1
0.876017,0.932327,0.647564,1
0.339642,0.577803,0.143321,0
0.283873,0.834405,0.183835,1
0.609502,0.551939,0.54654,1
0.791685,0.722002,0.840344,1
0.794425,0.729546,0.906722,1
0.126181,0.499707,0.069778,0
0.801403,0.606722,0.843407,1
0.539024,0.490966,0.335739,0
0.068761,0.479087,0.741994,1
0.313476,0.92586,0.31516,1
0.477776,0.86173,0.633842,1
0.583706,0.474181,0.090213,0
0.203714,0.996966,0.218521,1
0.49665,0.288324,0.133911,0
0.895048,0.977348,0.975483,1
0.468292,0.311216,0.312729,0
0.79031,0.054715,0.889702,1
0.980574,0.204855,0.026747,0
0.066577,0.660617,0.727814,1
0.134788,0.818056,0.028396,0
0.814988,0.246942,0.668406,1
0.535282,0.802346,0.609692,1
0.779661,0.585171,0.864409,1
0.89639,0.177131,0.785015,1
0.231872,0.674714,0.790489,1
0.879571,0.817266,0.670797,1
0.47786,0.398606,0.596434,1
0.216649,0.624859,0.951167,0
0.871804,0.619569,0.343268,1
0.421895,0.95299,0.837422,1
0.538136,0.701829,0.449505,1
0.878963,0.234513,0.121207,0
0.909228,0.911727,0.323272,1
0.728961,0.994101,0.734951,1
0.392688,0.331379,0.819479,1
0.956238,0.770644,0.640978,1
0.390194,0.984277,0.235114,1
0.937228,0.072528,0.013628,0
0.774364,0.463159,0.909899,1
0.697681,0.031098,0.764164,0
0.942825,0.087429,0.395699,0
0.081522,0.130642,0.878616,1
0.46204,0.698092,0.083535,0
0.468714,0.724542,0.246306,1
0.708788,0.481447,0.671001,1
0.55399,0.684658,0.121364,0
0.147807,0.031254,0.98169,1
0.062384,0.745852,0.452393,0
0.833285,0.848122,0.676998,1
0.978764,0.55561,0.389013,1
0.253688,0.472575,0.859088,1
0.197105,0.105387,0.581312,0
0.586847,0.252307,0.551908,0
0.936966,0.673301,0.469186,0
0.704564,0.450871,0.930273,1
0.19671,0.382661,0.772167,0
0.230769,0.44916,0.944815,1
0.004765,0.333823,0.650337,1
0.806404,0.509421,0.980872,0
0.61482,0.56218,0.909414,1
0.814492,0.461317,0.342496,0
0.134607,0.811712,0.836236,1
0.262568,0.766507,0.606123,1
0.149157,0.378284,0.489275,0
0.827449,0.434085,0.589462,1
0.767915,0.239793,0.090656,0
0.749221,0.071519,0.577826,0
0.633711,0.487235,0.565706,1
0.948552,0.908233,0.199644,0
0.719913,0.035872,0.922343,1
0.802384,0.528462,0.44176,1
0.906748,0.931065,0.331464,1
0.365132,0.920957,0.56641,1
0.160738,0.657094,0.707367,1
0.728622,0.285187,0.27399,0
0.772428,0.839726,0.81054,1
0.747926,0.010175,0.804145,0
0.04608,0.726485,0.450317,1
0.254933,0.892107,0.800015,1
0.823137,0.131471,0.895886,1
0.05242,0.462292,0.321307,0
0.119376,0.028665,0.123108,0
0.313875,0.397125,0.210318,1
0.236837,0.020849,0.807289,0
0.031058,0.611431,0.452599,0
0.337898,0.902946,0.925618,1
0.795019,0.72563,0.75452,1
0.857105,0.650403,0.80643,1
0.112685,0.127729,0.122674,0
0.156423,0.245807,0.080048,0
0.642943,0.290391,0.556604,0
0.311264,0.363888,0.864554,1
0.975318,0.317147,0.419462,0
0.220079,0.345074,0.906059,0
0.070696,0.660576,0.633255,1
0.310962,0.43968,0.837336,1
0.567424,0.960041,0.655718,1
0.205835,0.735795,0.194137,1
0.02618,0.750771,0.728564,1
0.114649,0.593114,0.679775,0
0.910262,0.099229,0.403177,0
0.444322,0.309229,0.145427,0
0.969805,0.778712,0.442819,1
0.218379,0.280149,0.704421,1
0.240175,0.360134,0.50965,0
0.09592,0.703816,0.294782,1
0.454565,0.023337,0.459547,0
0.616463,0.139315,0.659186,0
0.23857,0.062354,0.657068,0
0.371605,0.802525,0.197903,1
0.58121,0.64075,0.622177,1
0.9209,0.326592,0.585395,1
0.686735,0.095038,0.607089,0
0.79886,0.901901,0.90477,1
0.92524,0.364312,0.822649,1
0.503643,0.48183,0.068409,0
0.544199,0.725505,0.425104,1
0.528006,0.623036,0.257203,0
0.263771,0.87941,0.908818,1
0.205989,0.494209,0.345739,0
0.58926,0.952859,0.675385,1
0.854724,0.580152,0.641546,1
0.944464,0.464191,0.321653,0
0.946021,0.390088,0.190309,0
0.115584,0.615441,0.406019,1
0.238463,0.663251,0.752814,1
0.542636,0.661628,0.68691,1
0.155826,0.032641,0.641354,0
0.985499,0.316734,0.133192,0
0.896887,0.774768,0.620181,1
0.238944,0.941866,0.289446,1
0.331937,0.479782,0.675188,1
0.095214,0.081199,0.0911,0
0.744457,0.843944,0.835925,1
0.505549,0.522831,0.035702,0
0.555487,0.677085,0.406459,1
0.993818,0.539678,0.381197,1
0.314429,0.001369,0.732055,0
0.943236,0.021493,0.738346,0
0.501291,0.413528,0.722699,1
0.494744,0.813829,0.9302,1
0.657744,0.766123,0.526291,1
0.288938,0.562021,0.824677,1
0.239092,0.231129,0.385404,0
0.770814,0.76663,0.123597,1
0.768006,0.855682,0.638621,1
0.877178,0.376962,0.986424,1
0.790496,0.709121,0.974989,1
0.522926,0.905188,0.524438,1
0.671281,0.050721,0.343955,0
0.612754,0.168625,0.804653,1
0.399774,0.19005,0.084741,0
0.95668,0.208363,0.255821,0
0.064037,0.894473,0.43592,1
0.271419,0.422339,0.319676,1
0.13145,0.294659,0.347148,0
0.199834,0.871616,0.835056,1
0.922339,0.179004,0.831343,1
0.347651,0.635993,0.386933,1
0.826048,0.471701,0.918025,1
0.680074,0.173839,0.507408,0
0.068304,0.943359,0.685331,1
0.365679,0.004999,0.401637,0
0.299682,0.748815,0.151496,1
0.620403,0.986583,0.370627,1
0.165576,0.201964,0.077816,0
0.837962,0.464776,0.260646,0
0.936478,0.178664,0.446729,0
0.352525,0.954169,0.360655,1
0.897489,0.045978,0.760565,0
0.05101,0.162196,0.760305,1
0.911012,0.911832,0.850222,1
0.898378,0.220842,0.074138,1
0.422825,0.151979,0.577184,0
0.616767,0.83786,0.924805,1
0.016518,0.371529,0.16978,0
0.325681,0.530462,0.789886,1
0.576454,0.550447,0.486335,1
0.712651,0.246634,0.978173,1
0.158454,0.828393,0.155062,0
0.049228,0.229225,0.120772,0
0.381225,0.697984,0.732847,1
0.535819,0.657649,0.551235,1
0.029172,0.721044,0.921396,1
0.251492,0.711279,0.578026,1
0.261711,0.064352,0.455408,0
0.311009,0.433576,0.598026,1
0.261954,0.753117,0.526297,1
0.982341,0.647097,0.783248,1
0.345063,0.516091,0.361551,0
0.173729,0.912817,0.433219,1
0.633833,0.354609,0.55776,1
0.065881,0.135778,0.713276,0
0.200157,0.168677,0.30195,0
0.602266,0.900006,0.980648,1
0.653094,0.50694,0.175393,0
0.154026,0.958672,0.999011,1
0.47474,0.360557,0.379969,0
0.273358,0.813218,0.851384,1
0.167816,0.409138,0.792523,1
0.544931,0.505795,0.561295,1
0.674482,0.863276,0.256249,1
0.763249,0.23689,0.140954,0
0.743838,0.316372,0.051759,0
0.275029,0.050762,0.396951,0
0.411338,0.77695,0.398235,1
0.590141,0.249612,0.59189,0
0.658761,0.384409,0.991671,1
0.890206,0.552962,0.948794,1
0.416217,0.205036,0.841441,1
0.441944,0.982426,0.595809,1
0.298783,0.647596,0.08363,0
0.698367,0.480608,0.323576,0
0.257543,0.72184,0.794411,1
0.971452,0.386296,0.605644,1
0.770711,0.597311,0.833912,1
0.150262,0.782703,0.22559,1
0.987738,0.067024,0.745953,0
0.049443,0.341757,0.615463,1
0.989352,0.699122,0.922053,1
0.179719,0.245623,0.79743,1
0.967463,0.591837,0.284941,0
0.978132,0.890615,0.569123,1
0.487903,0.403029,0.409751,0
0.18572,0.635369,0.204638,0
0.702402,0.950623,0.603139,1
0.292363,0.218595,0.10006,0
0.917719,0.022105,0.969444,0
0.267753,0.766871,0.534701,1
0.35869,0.819672,0.174114,1
0.710257,0.743266,0.085647,0
0.146284,0.495425,0.836336,1
0.130784,0.040965,0.505462,0
0.991587,0.108594,0.585035,0
0.327212,0.685124,0.565664,1
0.707238,0.535104,0.342361,0
0.301959,0.877092,0.210195,1
0.696734,0.384335,0.997486,1
0.127591,0.083125,0.60515,0
0.578564,0.441481,0.605887,1
0.482464,0.111341,0.542537,0
0.219962,0.127564,0.758004,0
0.812694,0.323662,0.792112,1
0.85877,0.134466,0.49492,0
0.011552,0.705144,0.821387,1
0.089471,0.818871,0.115263,1
0.901998,0.720443,0.490941,1
0.161912,0.09682,0.189899,0
0.208188,0.732465,0.118412,0
0.860033,0.876447,0.975341,1
0.200097,0.767451,0.192642,0
0.901919,0.68759,0.219584,1
0.392715,0.040962,0.621761,0
0.859837,0.737054,0.699257,1
0.457475,0.190192,0.242383,0
0.287036,0.432308,0.263757,0
0.164761,0.382195,0.92339,0
0.258628,0.89873,0.697522,1
0.666152,0.890194,0.517591,1
0.577759,0.737204,0.481537,1
0.778173,0.103291,0.452658,0
0.840349,0.151908,0.399834,0
0.342122,0.642245,0.917222,1
0.074545,0.180972,0.124372,0
0.563181,0.047755,0.264094,0
0.946485,0.961646,0.280528,1
0.851805,0.798149,0.18069,1
0.535328,0.662256,0.40003,1
0.765553,0.852718,0.951519,1
0.004621,0.351348,0.903733,1
0.993592,0.820953,0.975919,0
0.00192,0.100283,0.307438,0
0.148067,0.57156,0.386907,0
0.533182,0.667463,0.707191,1
0.46559,0.887912,0.814555,0
0.550143,0.214578,0.31441,0
0.067289,0.265923,0.921606,0
0.617283,0.825338,0.418655,1
0.646262,0.394568,0.679014,1
0.494868,0.986483,0.213275,1
0.558018,0.600211,0.737494,0
0.267659,0.444681,0.476181,1
0.332575,0.29073,0.734173,1
0.505324,0.048575,0.198402,0
0.314521,0.12,0.644531,0
0.945338,0.063178,0.542676,0
0.457764,0.221683,0.239772,0
0.208154,0.453074,0.595571,1
0.053277,0.333059,0.857381,1
0.777746,0.333557,0.054173,0
0.624299,0.788375,0.993053,1
0.836954,0.191447,0.702242,0
0.311471,0.346767,0.083264,0
0.409965,0.625968,0.848416,1
0.847655,0.08818,0.82037,0
0.541269,0.415936,0.82199,1
0.749003,0.679368,0.915498,1
0.012919,0.969702,0.63707,1
0.758045,0.63012,0.766848,1
0.821572,0.469086,0.746478,1
0.815858,0.829771,0.389846,1
0.455718,0.238255,0.093537,0
0.326458,0.913938,0.359175,1
0.329857,0.181157,0.462272,1
0.860529,0.377765,0.605608,1
0.347449,0.242672,0.510665,0
0.872795,0.277508,0.700496,1
0.746601,0.446969,0.827415,1
0.276724,0.217254,0.788287,1
0.455527,0.881854,0.035799,1
0.795759,0.395,0.649716,1
0.576171,0.11198,0.204464,0
0.489762,0.810102,0.310138,1
0.052767,0.820833,0.942719,1
0.098332,0.643211,0.619928,1
0.090171,0.447339,0.407386,0
0.664603,0.195666,0.099327,0
0.077512,0.13515,0.902126,1
0.530165,0.551838,0.998901,1
0.663829,0.203358,0.543032,0
0.013454,0.8532,0.990817,0
0.674004,0.933535,0.9918,1
0.57672,0.611725,0.617272,1
0.059056,0.02465,0.033774,0
0.220342,0.133125,0.843799,1
0.268299,0.745923,0.171116,1
0.297745,0.17001,0.904811,1
0.373388,0.447838,0.115152,0
0.301022,0.105961,0.453066,0
0.039489,0.444861,0.747369,1
0.056578,0.364636,0.283094,0
0.389306,0.316893,0.839306,1
0.450036,0.683102,0.907518,1
0.429005,0.078627,0.5168,0
0.248662,0.421605,0.68833,1
0.869446,0.803511,0.008879,0
0.909474,0.461972,0.145481,0
0.906835,0.89288,0.565174,1
0.257501,0.848297,0.079036,1
0.165179,0.918373,0.25645,1
0.601448,0.163961,0.333546,1
0.242613,0.850376,0.75721,1
0.271966,0.445535,0.113315,0
0.249032,0.122218,0.311872,0
0.584204,0.45738,0.107454,0
0.350243,0.672656,0.454447,1
0.52093,0.53351,0.254545,0
0.451861,0.511022,0.301319,1
0.674993,0.634894,0.083747,0
0.485247,0.840987,0.40888,1
0.286507,0.522222,0.898638,1
0.644452,0.210503,0.694051,1
0.667894,0.801535,0.719698,0
0.474168,0.174138,0.625884,0
0.707657,0.880459,0.681213,1
0.391462,0.982563,0.212817,0
0.61743,0.296589,0.984076,1
0.137566,0.39295,0.859901,1
0.915174,0.758536,0.95963,1
0.969039,0.653678,0.788287,1
0.455191,0.50798,0.65507,1
0.682128,0.280947,0.92447,1
0.161395,0.605679,0.549302,1
0.588215,0.762148,0.619317,1
0.05873,0.603389,0.308313,1
0.996338,0.168207,0.620377,0
0.926745,0.580003,0.471131,1
0.233667,0.259411,0.53271,0
0.767398,0.187772,0.618221,0
0.468737,0.542687,0.839318,1
0.148354,0.388615,0.182982,0
0.150752,0.802328,0.942227,1
0.405698,0.250534,0.405779,0
0.418761,0.026148,0.313536,0
0.606164,0.784697,0.241275,1
0.044101,0.774014,0.528691,1
0.961786,0.146905,0.261016,0
0.689601,0.100326,0.06064,0
0.488958,0.243647,0.574528,0
0.045968,0.516752,0.849205,1
0.767293,0.254978,0.853713,1
0.28115,0.167242,0.531557,0
0.951939,0.772862,0.727153,1
0.54685,0.255838,0.807548,1
0.402763,0.068556,0.939169,0
0.16891,0.99984,0.930333,1
0.243473,0.504857,0.297572,0
0.021602,0.14677,0.741119,0
0.401768,0.594828,0.974963,1
0.762077,0.506516,0.570235,1
0.279362,0.297383,0.710058,1
0.553236,0.517601,0.334841,0
0.586171,0.274003,0.048348,0
0.273828,0.978712,0.412947,1
0.483546,0.710548,0.806756,1
0.857321,0.547871,0.294038,0
0.142688,0.268995,0.94202,1
0.775517,0.512251,0.618781,0
0.809639,0.328833,0.881102,1
0.846438,0.215936,0.318865,0
0.489956,0.367239,0.187678,0
0.345933,0.600652,0.28108,0
0.311183,0.087828,0.334623,0
0.63571,0.62869,0.427588,1
0.897687,0.369602,0.683169,1
0.881856,0.301944,0.728085,1
0.630788,0.609183,0.054351,0
0.825123,0.373242,0.909843,1
0.740489,0.097512,0.078847,1
0.698174,0.359952,0.915914,0
0.447798,0.250531,0.177849,1
0.879224,0.605465,0.861917,1
0.975067,0.545082,0.450105,1
0.84703,0.178182,0.548413,0
0.787371,0.602792,0.955053,1
0.976034,0.864895,0.927581,1
0.962407,0.006419,0.80295,0
0.366393,0.718862,0.669939,1
0.969392,0.847818,0.897711,1
0.453261,0.759627,0.625523,1
0.304693,0.075619,0.285238,0
0.253827,0.833681,0.629541,0
0.436452,0.58459,0.653693,1
0.449463,0.58127,0.12899,0
0.587702,0.931972,0.072431,1
0.650805,0.742399,0.768295,1
0.590191,0.666003,0.468805,0
0.425609,0.09432,0.471776,0
0.169967,0.757043,0.882036,1
0.590698,0.511572,0.464992,0
0.096154,0.118677,0.439629,0
0.699957,0.568647,0.9575,1
0.500596,0.029923,0.241744,0
0.772329,0.01003,0.771602,0
0.676044,0.2404,0.405965,0
0.334742,0.877772,0.831964,1
0.634787,0.713997,0.928521,1
0.225556,0.393508,0.252624,0
0.512201,0.692282,0.867341,1
0.260915,0.824839,0.499813,1
0.854766,0.741586,0.912923,1
0.751624,0.684522,0.989624,1
0.924923,0.395584,0.529317,1
0.273341,0.361276,0.764384,1
0.075265,0.692901,0.133599,0
0.086401,0.386248,0.622539,1
0.078522,0.489875,0.810769,1
0.314697,0.310576,0.100937,0
0.052155,0.013851,0.796562,0
0.698382,0.786184,0.231435,1
0.181757,0.760782,0.882979,1
0.122048,0.647359,0.363222,1
0.340243,0.496847,0.498139,1
0.883099,0.12067,0.025233,0
0.610558,0.836031,0.301052,1
0.146597,0.402015,0.094703,0
0.415886,0.891296,0.002517,0
0.677451,0.233977,0.737577,1
0.994758,0.620552,0.3143,1
0.267896,0.677551,0.314115,1
0.174386,0.812283,0.03477,1
0.932954,0.060026,0.019089,0
0.89606,0.320167,0.468762,1
0.72219,0.563493,0.241402,0
0.454768,0.243944,0.252334,0
0.477938,0.989942,0.99144,1
0.610467,0.305734,0.5895,0
0.983284,0.903646,0.486502,1
0.715898,0.521299,0.215144,0
0.581339,0.234258,0.192348,0
0.554439,0.661139,0.520053,1
0.224619,0.761484,0.4147,1
0.005422,0.667062,0.811614,1
0.656975,0.803052,0.956069,1
0.108777,0.545565,0.145791,1
0.449189,0.632321,0.249721,0
0.153609,0.464892,0.813945,1
0.699159,0.006284,0.212336,0
0.667434,0.732418,0.530225,1
0.493878,0.944955,0.571442,1
0.61199,0.383051,0.982677,1
0.186091,0.938745,0.536404,1
0.484288,0.682224,0.386926,1
0.314528,0.636675,0.098549,0
0.101557,0.912524,0.203078,1
0.91881,0.41544,0.054298,0
0.147847,0.58455,0.478293,1
0.529481,0.049727,0.141015,0
0.432797,0.123685,0.41043,0
0.062423,0.946864,0.913771,1
0.62906,0.300691,0.480187,0
0.937366,0.578764,0.411723,0
0.491265,0.614829,0.83965,1
0.030262,0.893978,0.99633,1
0.478506,0.474619,0.819847,0
0.524362,0.960893,0.149445,1
0.08457,0.559902,0.576049,1
0.506743,0.489815,0.693713,1
0.790512,0.173893,0.079376,0
0.752665,0.491126,0.766806,1
0.105946,0.606452,0.654007,1
0.500407,0.650334,0.314317,1
0.124942,0.134157,0.986913,1
0.095041,0.13635,0.606466,0
0.696262,0.182508,0.326604,0
0.672334,0.020308,0.3388,0
0.194229,0.418202,0.190708,0
0.909331,0.957545,0.190812,0
0.563971,0.844849,0.151476,0
0.495159,0.46582,0.043275,0
0.59999,0.03018,0.2694,0
0.166558,0.875896,0.874657,1
0.058396,0.201254,0.065809,0
0.221589,0.404635,0.193564,0
0.822843,0.384298,0.362708,0
0.341826,0.553548,0.747453,1
0.398377,0.89896,0.970189,1
0.364762,0.013455,0.513639,0
0.043667,0.783068,0.659787,1
0.658935,0.53444,0.073035,0
0.735702,0.138868,0.44806,0
0.543519,0.641653,0.373105,1
0.025945,0.735842,0.098516,0
0.289375,0.845999,0.273562,1
0.744928,0.243745,0.58129,0
0.257225,0.094921,0.074426,0
0.877992,0.734242,0.511123,1
0.268668,0.584186,0.254248,1
0.723062,0.702337,0.961673,1
0.343972,0.334772,0.632943,1
0.070607,0.731488,0.737699,1
0.577461,0.011252,0.047721,0
0.255022,0.62904,0.432073,1
0.723969,0.506526,0.813153,1
0.240754,0.32427,0.138871,0
0.908457,0.393145,0.513792,1
0.095473,0.475461,0.898108,1
0.810239,0.531046,0.809375,1
0.262519,0.547069,0.24082,0
0.558336,0.288567,0.162356,0
0.917608,0.594456,0.325602,1
0.100973,0.138747,0.243524,0
0.463034,0.382421,0.851164,1
0.775572,0.36495,0.002989,0
0.840415,0.901127,0.310485,1
0.432152,0.119852,0.531497,0
0.666932,0.772347,0.534652,1
0.060906,0.697037,0.03861,0
0.291477,0.364238,0.620091,1
0.503001,0.863645,0.734189,1
0.246052,0.585348,0.337518,0
0.950299,0.340532,0.892681,1
0.241646,0.203159,0.441359,0
0.323033,0.972887,0.368466,1
0.745201,0.903149,0.215222,1
0.600159,0.253857,0.78463,1
0.618107,0.404716,0.284081,0
0.268346,0.018261,0.087128,0
0.603623,0.424672,0.536024,1
0.765211,0.4287,0.344624,1
0.63187,0.786013,0.68066,1
0.758867,0.049118,0.944881,1
0.952267,0.160096,0.310167,0
0.413972,0.094789,0.444057,1
0.499521,0.728167,0.153174,0
0.746436,0.240326,0.28226,0
0.665008,0.818314,0.903988,1
0.247,0.248605,0.437071,0
0.034611,0.117724,0.833783,1
0.166871,0.778663,0.297537,1
0.938759,0.607732,0.671565,1
0.70253,0.115614,0.384804,0
0.843785,0.538005,0.969932,1
0.778337,0.252186,0.940288,1
0.070492,0.844274,0.873572,1
0.092871,0.310637,0.196354,0
0.428381,0.030129,0.920976,1
0.808797,0.218506,0.714395,1
0.826242,0.385955,0.100268,0
0.501585,0.485099,0.730826,1
0.023097,0.700755,0.9356,1
0.952941,0.875887,0.244769,0
0.72013,0.118334,0.34092,0
0.428991,0.537301,0.940499,1
0.567444,0.861473,0.452622,1
0.07997,0.16701,0.123778,0
0.552979,0.224072,0.434979,1
0.70918,0.165797,0.399929,0
0.866555,0.335523,0.533713,0
0.211397,0.778512,0.842934,1
0.896848,0.183847,0.744535,1
0.721157,0.68503,0.183198,0
0.546478,0.635848,0.664843,1
0.802863,0.788651,0.532662,1
0.012717,0.967673,0.410401,1
0.13346,0.81036,0.454173,0
0.145872,0.987917,0.819517,1
0.766396,0.662448,0.288791,1
0.846299,0.033317,0.989093,1
0.718356,0.172284,0.856065,1
0.808137,0.520903,0.891294,1
0.309538,0.423952,0.966852,1
0.391605,0.377247,0.044139,0
0.187595,0.498339,0.525081,1
0.486233,0.344592,0.690746,1
0.007035,0.979568,0.915882,1
0.012879,0.904975,0.420785,1
0.07725,0.276844,0.996084,1
0.797753,0.887377,0.496383,1
0.311312,0.46323,0.429544,0
0.840482,0.47371,0.227975,1
0.972048,0.753086,0.36154,1
0.097669,0.052277,0.710914,0
0.031838,0.626793,0.958055,0
0.531743,0.378835,0.775964,1
0.655689,0.772046,0.49438,1
0.659393,0.990795,0.560731,1
0.454003,0.990307,0.673628,1
0.463994,0.901633,0.322552,1
0.65469,0.684121,0.894331,1
0.736406,0.605241,0.857077,1
0.23202,0.81513,0.812975,1
0.193952,0.588935,0.372753,1
0.360963,0.867164,0.303075,0
0.857922,0.863837,0.991076,1
0.854107,0.6647,0.606409,1
0.566308,0.928993,0.754147,1
0.613086,0.648475,0.973371,1
0.253702,0.830446,0.117723,1
0.645548,0.930728,0.249479,1
0.51964,0.62226,0.689148,1
0.489401,0.992255,0.90097,1
0.856056,0.892044,0.659249,1
0.556719,0.265652,0.028244,0
0.194632,0.782421,0.344017,1
0.430875,0.317382,0.157198,0
0.147818,0.274946,0.170291,0
0.205661,0.419796,0.63287,1
0.042049,0.322012,0.605906,1
0.31425,0.506872,0.878784,1
0.398896,0.538029,0.880475,1
0.803687,0.90875,0.078627,1
0.69114,0.422671,0.806047,1
0.740061,0.963276,0.806601,1
0.238207,0.976923,0.68125,1
0.396699,0.314114,0.16916,0
0.636138,0.775096,0.970216,1
0.281952,0.848999,0.120679,1
0.387009,0.001146,0.636468,0
0.909898,0.715124,0.189003,1
0.137785,0.995081,0.723056,1
0.958317,0.529653,0.765733,1
0.506552,0.446978,0.640397,1
0.761099,0.809587,0.341996,1
0.584657,0.312206,0.347617,0
0.161194,0.468322,0.547459,1
0.469486,0.18392,0.738905,1
0.899047,0.927939,0.980431,0
0.922981,0.703484,0.914691,1
0.233123,0.680421,0.077803,0
0.127389,0.718229,0.642932,1
0.527792,0.984959,0.285716,1
0.297149,0.633361,0.979071,1
0.101674,0.526526,0.006533,0
0.710455,0.745468,0.950557,1
0.673377,0.930987,0.646335,1
0.634443,0.561021,0.477649,1
0.241428,0.555479,0.607246,1
0.273693,0.250171,0.2573,0
0.235116,0.543043,0.913945,1
0.176392,0.893015,0.990627,1
0.41952,0.997191,0.84924,1
0.742627,0.799795,0.73948,1
0.73075,0.38581,0.012342,0
0.946832,0.490017,0.232749,0
0.04549,0.840024,0.557079,1
0.090187,0.814409,0.120658,1
0.357433,0.034595,0.857583,0
0.92761,0.848208,0.811903,1
0.845364,0.66114,0.477101,1
0.460913,0.216575,0.003974,0
0.602397,0.016339,0.556854,0
0.506373,0.789632,0.737492,1
0.629628,0.294565,0.87106,1
0.108964,0.99175,0.045105,1
0.026338,0.902718,0.000208,1
0.750894,0.812142,0.30107,1
0.473259,0.7782,0.184233,1
0.994773,0.188231,0.125821,0
0.204597,0.682703,0.146382,0
0.472313,0.883904,0.262827,1
0.178457,0.13388,0.821765,1
0.125619,0.8669,0.753829,1
0.769585,0.754067,0.105895,0
0.566182,0.406991,0.116719,1
0.18518,0.300977,0.973628,1
0.489226,0.099441,0.777128,0
0.782151,0.923541,0.404791,1
0.80741,0.667647,0.356397,1
0.801532,0.178155,0.273282,0
0.045048,0.027103,0.079098,0
0.781176,0.185018,0.335105,0
0.592022,0.451851,0.386794,0
0.752836,0.360416,0.957168,1
0.459875,0.734293,0.935897,1
0.657805,0.340683,0.496486,0
0.008324,0.852913,0.451077,1
0.031062,0.724388,0.737014,0
0.751498,0.816141,0.890758,1
0.001153,0.225856,0.880039,1
0.677717,0.266826,0.370374,0
0.627254,0.327536,0.672615,0
0.061822,0.608509,0.329147,1
0.949192,0.825663,0.18483,1
0.678546,0.635935,0.767379,1
0.360304,0.504388,0.78573,1
0.320513,0.676485,0.644476,1
0.902344,0.524511,0.914858,1
0.791343,0.285226,0.010592,0
0.612775,0.683236,0.505723,1
0.291728,0.834899,0.394221,1
0.660533,0.579078,0.198424,0
0.215,0.965834,0.048671,1
0.470199,0.834431,0.687112,1
0.510893,0.331583,0.112368,0
0.856098,0.027217,0.993307,1
0.312466,0.003891,0.066019,0
0.687136,0.571769,0.599841,1
0.406649,0.994093,0.219774,0
0.573146,0.418224,0.406255,0
0.384038,0.454953,0.363447,0
0.289368,0.050551,0.644954,0
0.382154,0.757352,0.213486,1
0.784575,0.206786,0.8857,0
0.210703,0.951749,0.022266,1
0.523494,0.622135,0.876715,1
0.616201,0.096481,0.997339,1
0.51472,0.403589,0.977506,1
0.858545,0.340947,0.753003,1
0.391518,0.397952,0.948186,1
0.155293,0.161665,0.011907,0
0.368472,0.897637,0.036894,1
0.84935,0.059184,0.477015,0
0.681329,0.353724,0.302978,0
0.450223,0.300311,0.486873,0
0.703909,0.464374,0.863712,1
0.805327,0.616712,0.710369,1
0.014659,0.658552,0.97053,1
0.820222,0.982468,0.10981,1
